,publishedAt,authorDisplayName,textDisplay,likeCount,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized
1926,2024-08-09T13:34:36Z,@naomiiheree,seruu bangett inii fans nerror amp sandyy,1,"['seruu', 'bangett', 'inii', 'fans', 'nerror', 'amp', 'sandyy']",<FreqDist with 7 samples and 7 outcomes>,"['seruu', 'bangett', 'inii', 'fans', 'nerror', 'amp', 'sandyy']","['seruu', 'bangett', 'inii', 'fans', 'nerror', 'sampai', 'sandy']"
1927,2024-08-09T13:34:31Z,@rahealer22,ingkigayo ending fairy,0,"['ingkigayo', 'ending', 'fairy']",<FreqDist with 3 samples and 3 outcomes>,"['ingkigayo', 'ending', 'fairy']","['ingkigayo', 'ending', 'fairy']"
1928,2024-08-09T13:34:22Z,@userhopeless4085,gak nyangka bakal ada sandy disini,0,"['gak', 'nyangka', 'bakal', 'ada', 'sandy', 'disini']",<FreqDist with 6 samples and 6 outcomes>,"['gak', 'nyangka', 'sandy']","['tidak', 'nyangka', 'sandy']"
1929,2024-08-09T13:34:11Z,@ayashamalia,gilaa lo sen outfit kek gitu cakep amat,0,"['gilaa', 'lo', 'sen', 'outfit', 'kek', 'gitu', 'cakep', 'amat']",<FreqDist with 8 samples and 8 outcomes>,"['gilaa', 'lo', 'sen', 'outfit', 'kek', 'gitu', 'cakep']","['gilaa', 'lo', 'sen', 'outfit', 'seperti', 'gitu', 'cakep']"
1930,2024-08-09T13:34:05Z,@KarimahFitri-o3s,nonton pas lagi sendirian di rumah merindingnya beda,0,"['nonton', 'pas', 'lagi', 'sendirian', 'di', 'rumah', 'merindingnya', 'beda']",<FreqDist with 8 samples and 8 outcomes>,"['nonton', 'rumah', 'merindingnya', 'beda']","['nonton', 'rumah', 'merindingnya', 'beda']"
1931,2024-08-09T13:33:49Z,@BesTari1510,kunti laki itu pantanganya selain cowok telajanjang harus bawa pisau tapi kalo mau aman ya kemana harus sama cewek itu dia ga ganggin kalo cewek sama cewek tu biasanya kunti laki ngerjain si pernah banget pas jam mo pulang ke rumah dianterin ade sepupu lewat jalan yg ditepi jalannya ada pohon nyangka tiba nangka mudanya jatoh untung ga kena dan pas liat ke atas pohon ternyata bener ada setan beberapa hari kemudian pohon nangkanya di potong baru ketauan ternyata emang tempat nongkrong kuntilaki dan udah banyak yg di ganggin dan tempatnya juga udah di doain sama pendeta dan disiramin air sembayang dan anggur perjamuan,17,"['kunti', 'laki', 'itu', 'pantanganya', 'selain', 'cowok', 'telajanjang', 'harus', 'bawa', 'pisau', 'tapi', 'kalo', 'mau', 'aman', 'ya', 'kemana', 'harus', 'sama', 'cewek', 'itu', 'dia', 'ga', 'ganggin', 'kalo', 'cewek', 'sama', 'cewek', 'tu', 'biasanya', 'kunti', 'laki', 'ngerjain', 'si', 'pernah', 'banget', 'pas', 'jam', 'mo', 'pulang', 'ke', 'rumah', 'dianterin', 'ade', 'sepupu', 'lewat', 'jalan', 'yg', 'ditepi', 'jalannya', 'ada', 'pohon', 'nyangka', 'tiba', 'nangka', 'mudanya', 'jatoh', 'untung', 'ga', 'kena', 'dan', 'pas', 'liat', 'ke', 'atas', 'pohon', 'ternyata', 'bener', 'ada', 'setan', 'beberapa', 'hari', 'kemudian', 'pohon', 'nangkanya', 'di', 'potong', 'baru', 'ketauan', 'ternyata', 'emang', 'tempat', 'nongkrong', 'kuntilaki', 'dan', 'udah', 'banyak', 'yg', 'di', 'ganggin', 'dan', 'tempatnya', 'juga', 'udah', 'di', 'doain', 'sama', 'pendeta', 'dan', 'disiramin', 'air', 'sembayang', 'dan', 'anggur', 'perjamuan']",<FreqDist with 79 samples and 104 outcomes>,"['kunti', 'laki', 'pantanganya', 'cowok', 'telajanjang', 'bawa', 'pisau', 'kalo', 'aman', 'ya', 'kemana', 'cewek', 'ganggin', 'kalo', 'cewek', 'cewek', 'tu', 'kunti', 'laki', 'ngerjain', 'si', 'jam', 'mo', 'pulang', 'rumah', 'dianterin', 'ade', 'sepupu', 'jalan', 'ditepi', 'jalannya', 'pohon', 'nyangka', 'nangka', 'mudanya', 'jatoh', 'untung', 'kena', 'liat', 'pohon', 'bener', 'setan', 'pohon', 'nangkanya', 'potong', 'ketauan', 'emang', 'nongkrong', 'kuntilaki', 'udah', 'ganggin', 'tempatnya', 'udah', 'doain', 'pendeta', 'disiramin', 'air', 'sembayang', 'anggur', 'perjamuan']","['kuntilanak', 'laki', 'pantanganya', 'cowok', 'telajanjang', 'bawa', 'pisau', 'jika', 'aman', 'ya', 'kemana', 'cewek', 'ganggin', 'jika', 'cewek', 'cewek', 'itu', 'kuntilanak', 'laki', 'ngerjain', 'si', 'jam', 'mo', 'pulang', 'rumah', 'dianterin', 'ade', 'sepupu', 'jalan', 'ditepi', 'jalannya', 'pohon', 'nyangka', 'nangka', 'mudanya', 'jatoh', 'untung', 'kena', 'lihat', 'pohon', 'bener', 'setan', 'pohon', 'nangkanya', 'potong', 'ketauan', 'emang', 'nongkrong', 'kuntilaki', 'udah', 'ganggin', 'tempatnya', 'udah', 'doain', 'pendeta', 'disiramin', 'air', 'sembayang', 'anggur', 'perjamuan']"
1932,2024-08-09T20:49:37Z,@rizkybayu6947,kunti ada yg laki wkwk,0,"['kunti', 'ada', 'yg', 'laki', 'wkwk']",<FreqDist with 5 samples and 5 outcomes>,"['kunti', 'laki', 'wkwk']","['kuntilanak', 'laki', 'wkwk']"
1933,2024-08-10T07:23:54Z,@BesTari1510,ada kak ada,0,"['ada', 'kak', 'ada']",<FreqDist with 2 samples and 3 outcomes>,['kak'],['kakak']
1934,2024-08-09T13:33:45Z,@dewjake11,wowwwww paling suka sama horor di kampus karna relate suka sampe malem dikampus,0,"['wowwwww', 'paling', 'suka', 'sama', 'horor', 'di', 'kampus', 'karna', 'relate', 'suka', 'sampe', 'malem', 'dikampus']",<FreqDist with 12 samples and 13 outcomes>,"['wowwwww', 'suka', 'horor', 'kampus', 'karna', 'relate', 'suka', 'sampe', 'malem', 'dikampus']","['wowwwww', 'suka', 'horor', 'kampus', 'karna', 'relate', 'suka', 'sampe', 'malem', 'dikampus']"
1935,2024-08-09T13:33:33Z,@sultanprawiro3069,sandy itu emang gak normaljadi jangan percaya kak wkwkwkwk,0,"['sandy', 'itu', 'emang', 'gak', 'normaljadi', 'jangan', 'percaya', 'kak', 'wkwkwkwk']",<FreqDist with 9 samples and 9 outcomes>,"['sandy', 'emang', 'gak', 'normaljadi', 'percaya', 'kak', 'wkwkwkwk']","['sandy', 'emang', 'tidak', 'normaljadi', 'percaya', 'kakak', 'wkwkwkwk']"
1936,2024-08-09T13:33:17Z,@sulisaajeng2129,,0,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
1937,2024-08-09T13:32:57Z,@userhopeless4085,wah nerror with sandy kristian,0,"['wah', 'nerror', 'with', 'sandy', 'kristian']",<FreqDist with 5 samples and 5 outcomes>,"['nerror', 'with', 'sandy', 'kristian']","['nerror', 'with', 'sandy', 'kristian']"
1938,2024-08-09T13:32:35Z,@StellaMetic,next undang maxwell dong kak,6,"['next', 'undang', 'maxwell', 'dong', 'kak']",<FreqDist with 5 samples and 5 outcomes>,"['next', 'undang', 'maxwell', 'kak']","['next', 'undang', 'maxwell', 'kakak']"
1939,2024-08-09T13:32:24Z,@macaroonsimba,episode nerror terngakak,0,"['episode', 'nerror', 'terngakak']",<FreqDist with 3 samples and 3 outcomes>,"['episode', 'nerror', 'terngakak']","['episode', 'nerror', 'terngakak']"
1940,2024-08-09T13:31:40Z,@illaeexn,wih seruu nih ada sandy,0,"['wih', 'seruu', 'nih', 'ada', 'sandy']",<FreqDist with 5 samples and 5 outcomes>,"['wih', 'seruu', 'nih', 'sandy']","['wih', 'seruu', 'nih', 'sandy']"
1941,2024-08-09T13:31:36Z,@amandadwinatasha7558,kak nessie kuntilanak cowo itu beneran ada kata kak sarah emng kuntilanak cowo itu jahil dan jalan nya emang kayang dan aura nya emang jahat,6,"['kak', 'nessie', 'kuntilanak', 'cowo', 'itu', 'beneran', 'ada', 'kata', 'kak', 'sarah', 'emng', 'kuntilanak', 'cowo', 'itu', 'jahil', 'dan', 'jalan', 'nya', 'emang', 'kayang', 'dan', 'aura', 'nya', 'emang', 'jahat']",<FreqDist with 18 samples and 25 outcomes>,"['kak', 'nessie', 'kuntilanak', 'cowo', 'beneran', 'kak', 'sarah', 'emng', 'kuntilanak', 'cowo', 'jahil', 'jalan', 'emang', 'kayang', 'aura', 'emang', 'jahat']","['kakak', 'nessie', 'kuntilanak', 'cowok', 'beneran', 'kakak', 'sarah', 'emng', 'kuntilanak', 'cowok', 'jahil', 'jalan', 'emang', 'kayang', 'aura', 'emang', 'jahat']"
1942,2024-08-09T13:31:36Z,@larassati3136,next maxwell kak nes,1,"['next', 'maxwell', 'kak', 'nes']",<FreqDist with 4 samples and 4 outcomes>,"['next', 'maxwell', 'kak', 'nes']","['next', 'maxwell', 'kakak', 'nessie']"
1943,2024-08-09T13:30:58Z,@userhopeless4085,gila gilaa sandy coc with kak nessie dong,0,"['gila', 'gilaa', 'sandy', 'coc', 'with', 'kak', 'nessie', 'dong']",<FreqDist with 8 samples and 8 outcomes>,"['gila', 'gilaa', 'sandy', 'coc', 'with', 'kak', 'nessie']","['gila', 'gilaa', 'sandy', 'coc', 'with', 'kakak', 'nessie']"
1944,2024-08-09T13:30:46Z,@annisamiladina9899,aaa keren ada sandy,0,"['aaa', 'keren', 'ada', 'sandy']",<FreqDist with 4 samples and 4 outcomes>,"['aaa', 'keren', 'sandy']","['aaa', 'keren', 'sandy']"
1945,2024-08-09T13:30:34Z,@SamuelRegar-iv2xl,jiwa kpop sendy seketika ada nama lisa,0,"['jiwa', 'kpop', 'sendy', 'seketika', 'ada', 'nama', 'lisa']",<FreqDist with 7 samples and 7 outcomes>,"['jiwa', 'kpop', 'sendy', 'nama', 'lisa']","['jiwa', 'kpop', 'sendy', 'dengan', 'lisa']"
1946,2024-08-09T13:30:18Z,@febiKYUte,bikin yt channel dong san ntar collab lg ama kak nessie,0,"['bikin', 'yt', 'channel', 'dong', 'san', 'ntar', 'collab', 'lg', 'ama', 'kak', 'nessie']",<FreqDist with 11 samples and 11 outcomes>,"['bikin', 'yt', 'channel', 'san', 'ntar', 'collab', 'lg', 'ama', 'kak', 'nessie']","['bikin', 'yt', 'channel', 'san', 'ntar', 'collab', 'lg', 'dengan', 'kakak', 'nessie']"
1947,2024-08-09T13:29:42Z,@arifaamalindaa4791,sandy seru banget yaampun disiniii,0,"['sandy', 'seru', 'banget', 'yaampun', 'disiniii']",<FreqDist with 5 samples and 5 outcomes>,"['sandy', 'seru', 'yaampun', 'disiniii']","['sandy', 'seru', 'yaampun', 'disiniii']"
1948,2024-08-09T13:29:38Z,@indahfitriana99,oiya sampe lupa sandy please make your own yt channel,0,"['oiya', 'sampe', 'lupa', 'sandy', 'please', 'make', 'your', 'own', 'yt', 'channel']",<FreqDist with 10 samples and 10 outcomes>,"['oiya', 'sampe', 'lupa', 'sandy', 'please', 'make', 'your', 'own', 'yt', 'channel']","['oiya', 'sampe', 'lupa', 'sandy', 'tolong', 'make', 'your', 'own', 'yt', 'channel']"
1949,2024-08-09T13:29:32Z,@asni6744,pertama kali nerrorist karna ada sandy nya,0,"['pertama', 'kali', 'nerrorist', 'karna', 'ada', 'sandy', 'nya']",<FreqDist with 7 samples and 7 outcomes>,"['kali', 'nerrorist', 'karna', 'sandy']","['sekali', 'nerrorist', 'karna', 'sandy']"
1950,2024-08-09T13:29:30Z,@userhopeless4085,bangga bgt liat sandy coc bisa klop sama siapa aja termasuk kak nessie,2,"['bangga', 'bgt', 'liat', 'sandy', 'coc', 'bisa', 'klop', 'sama', 'siapa', 'aja', 'termasuk', 'kak', 'nessie']",<FreqDist with 13 samples and 13 outcomes>,"['bangga', 'bgt', 'liat', 'sandy', 'coc', 'klop', 'aja', 'kak', 'nessie']","['bangga', 'banget', 'lihat', 'sandy', 'coc', 'klop', 'aja', 'kakak', 'nessie']"
1951,2024-08-09T13:29:27Z,@sultanprawiro3069,yang pintu itu masuk akal sih kalau hantunya nyuruh dia pulangmaybe kk tingkat yang udah berpulang kasian ma adeknya yang gadang terus kwkwkwkwk,0,"['yang', 'pintu', 'itu', 'masuk', 'akal', 'sih', 'kalau', 'hantunya', 'nyuruh', 'dia', 'pulangmaybe', 'kk', 'tingkat', 'yang', 'udah', 'berpulang', 'kasian', 'ma', 'adeknya', 'yang', 'gadang', 'terus', 'kwkwkwkwk']",<FreqDist with 21 samples and 23 outcomes>,"['pintu', 'masuk', 'akal', 'sih', 'hantunya', 'nyuruh', 'pulangmaybe', 'kk', 'tingkat', 'udah', 'berpulang', 'kasian', 'ma', 'adeknya', 'gadang', 'kwkwkwkwk']","['pintu', 'masuk', 'akal', 'sih', 'hantunya', 'nyuruh', 'pulangmaybe', 'kakak', 'tingkat', 'udah', 'berpulang', 'kasian', 'ma', 'adeknya', 'gadang', 'kwkwkwkwk']"
1952,2024-08-09T13:29:02Z,@chengawaw,disekolah ku kesurupan udah jadi hal yang biasa aja brsaking seringnya,0,"['disekolah', 'ku', 'kesurupan', 'udah', 'jadi', 'hal', 'yang', 'biasa', 'aja', 'brsaking', 'seringnya']",<FreqDist with 11 samples and 11 outcomes>,"['disekolah', 'ku', 'kesurupan', 'udah', 'aja', 'brsaking']","['disekolah', 'aku', 'kesurupan', 'udah', 'aja', 'brsaking']"
1953,2024-08-09T13:38:48Z,@chengawaw,awal awal memang takut tp lama kelamaan jadii seru brpernah waktu ad satu siswi kesurupan trs dia quotduelquot sm bapak guru kimiakrn beliau yg bantuinbrtrs orangorang pada liatin dr luar jendela si siswi ini smpe angkat meja nendang kursi trs nyerang bapak guru kimia,0,"['awal', 'awal', 'memang', 'takut', 'tp', 'lama', 'kelamaan', 'jadii', 'seru', 'brpernah', 'waktu', 'ad', 'satu', 'siswi', 'kesurupan', 'trs', 'dia', 'quotduelquot', 'sm', 'bapak', 'guru', 'kimiakrn', 'beliau', 'yg', 'bantuinbrtrs', 'orangorang', 'pada', 'liatin', 'dr', 'luar', 'jendela', 'si', 'siswi', 'ini', 'smpe', 'angkat', 'meja', 'nendang', 'kursi', 'trs', 'nyerang', 'bapak', 'guru', 'kimia']",<FreqDist with 39 samples and 44 outcomes>,"['takut', 'tp', 'jadii', 'seru', 'brpernah', 'ad', 'siswi', 'kesurupan', 'trs', 'quotduelquot', 'sm', 'guru', 'kimiakrn', 'beliau', 'bantuinbrtrs', 'orangorang', 'liatin', 'dr', 'jendela', 'si', 'siswi', 'smpe', 'angkat', 'meja', 'nendang', 'kursi', 'trs', 'nyerang', 'guru', 'kimia']","['takut', 'tapi', 'jadii', 'seru', 'brpernah', 'ada', 'siswi', 'kesurupan', 'trs', 'quotduelquot', 'sm', 'guru', 'kimiakrn', 'beliau', 'bantuinbrtrs', 'orangorang', 'liatin', 'dr', 'jendela', 'si', 'siswi', 'sampai', 'angkat', 'meja', 'nendang', 'kursi', 'trs', 'nyerang', 'guru', 'kimia']"
1954,2024-08-09T13:41:27Z,@chengawaw,waktu itu jg pernah kesurupan masal berantai brsemua sisiwa siswi dipulangin cepet trs yg kesurupan di kumpulin dilapangan brmereka yg kerusupan ada yg lepas ga kuat dipegangin lari lari dilapangan,0,"['waktu', 'itu', 'jg', 'pernah', 'kesurupan', 'masal', 'berantai', 'brsemua', 'sisiwa', 'siswi', 'dipulangin', 'cepet', 'trs', 'yg', 'kesurupan', 'di', 'kumpulin', 'dilapangan', 'brmereka', 'yg', 'kerusupan', 'ada', 'yg', 'lepas', 'ga', 'kuat', 'dipegangin', 'lari', 'lari', 'dilapangan']",<FreqDist with 25 samples and 30 outcomes>,"['jg', 'kesurupan', 'masal', 'berantai', 'brsemua', 'sisiwa', 'siswi', 'dipulangin', 'cepet', 'trs', 'kesurupan', 'kumpulin', 'dilapangan', 'brmereka', 'kerusupan', 'lepas', 'kuat', 'dipegangin', 'lari', 'lari', 'dilapangan']","['juga', 'kesurupan', 'masal', 'berantai', 'brsemua', 'sisiwa', 'siswi', 'dipulangin', 'cepet', 'trs', 'kesurupan', 'kumpulin', 'dilapangan', 'brmereka', 'kerusupan', 'lepas', 'kuat', 'dipegangin', 'lari', 'lari', 'dilapangan']"
1955,2024-08-09T13:42:09Z,@chengawaw,trs juga pmr nambah lagi tugasnya brjadi pawang buat yg kesurupan brsalut sih,0,"['trs', 'juga', 'pmr', 'nambah', 'lagi', 'tugasnya', 'brjadi', 'pawang', 'buat', 'yg', 'kesurupan', 'brsalut', 'sih']",<FreqDist with 13 samples and 13 outcomes>,"['trs', 'pmr', 'nambah', 'tugasnya', 'brjadi', 'pawang', 'kesurupan', 'brsalut', 'sih']","['trs', 'pmr', 'nambah', 'tugasnya', 'brjadi', 'pawang', 'kesurupan', 'brsalut', 'sih']"
1956,2024-08-09T13:28:44Z,@userhopeless4085,sandy is star,0,"['sandy', 'is', 'star']",<FreqDist with 3 samples and 3 outcomes>,"['sandy', 'is', 'star']","['sandy', 'is', 'star']"
1957,2024-08-09T13:28:39Z,@griseldachannel6668,setau aku kuntilanak cowok itu jalan ny kayang gtu,0,"['setau', 'aku', 'kuntilanak', 'cowok', 'itu', 'jalan', 'ny', 'kayang', 'gtu']",<FreqDist with 9 samples and 9 outcomes>,"['setau', 'kuntilanak', 'cowok', 'jalan', 'ny', 'kayang', 'gtu']","['setau', 'kuntilanak', 'cowok', 'jalan', 'ny', 'kayang', 'itu']"
1958,2024-08-09T13:28:39Z,@minatozakisana320,wow durasinya mantap,0,"['wow', 'durasinya', 'mantap']",<FreqDist with 3 samples and 3 outcomes>,"['wow', 'durasinya', 'mantap']","['wow', 'durasinya', 'mantap']"
1959,2024-08-09T13:28:25Z,@userhopeless4085,salfok sandy cocok bgt pke jaket kulit hitam,0,"['salfok', 'sandy', 'cocok', 'bgt', 'pke', 'jaket', 'kulit', 'hitam']",<FreqDist with 8 samples and 8 outcomes>,"['salfok', 'sandy', 'cocok', 'bgt', 'pke', 'jaket', 'kulit', 'hitam']","['salfok', 'sandy', 'cocok', 'banget', 'pke', 'jaket', 'kulit', 'hitam']"
1960,2024-08-09T13:28:07Z,@vgita-e8503,sandy ganteng bngtttt,0,"['sandy', 'ganteng', 'bngtttt']",<FreqDist with 3 samples and 3 outcomes>,"['sandy', 'ganteng', 'bngtttt']","['sandy', 'ganteng', 'bngtttt']"
1961,2024-08-09T13:28:06Z,@AnissaPutriAKarim-bw6hv,that quotriri nihquot aduhhh ketawa bgt sandy,0,"['that', 'quotriri', 'nihquot', 'aduhhh', 'ketawa', 'bgt', 'sandy']",<FreqDist with 7 samples and 7 outcomes>,"['that', 'quotriri', 'nihquot', 'aduhhh', 'ketawa', 'bgt', 'sandy']","['that', 'quotriri', 'nihquot', 'aduhhh', 'ketawa', 'banget', 'sandy']"
1962,2024-08-09T13:36:36Z,@CARPEDIEM-to6rl,menit ke berapaaa,0,"['menit', 'ke', 'berapaaa']",<FreqDist with 3 samples and 3 outcomes>,"['menit', 'berapaaa']","['menit', 'berapaaa']"
1963,2024-08-09T13:28:03Z,@syifabella2144,gamau ah nonton sendirian nunggu ada orang aja dirumahbrbrbrtapi penasaraannn maximall tapi takuutt suaranya kek tiba keluar dari hp gituu,8,"['gamau', 'ah', 'nonton', 'sendirian', 'nunggu', 'ada', 'orang', 'aja', 'dirumahbrbrbrtapi', 'penasaraannn', 'maximall', 'tapi', 'takuutt', 'suaranya', 'kek', 'tiba', 'keluar', 'dari', 'hp', 'gituu']",<FreqDist with 20 samples and 20 outcomes>,"['gamau', 'ah', 'nonton', 'nunggu', 'orang', 'aja', 'dirumahbrbrbrtapi', 'penasaraannn', 'maximall', 'takuutt', 'suaranya', 'kek', 'hp', 'gituu']","['gamau', 'ah', 'nonton', 'nunggu', 'orang', 'aja', 'dirumahbrbrbrtapi', 'penasaraannn', 'maximall', 'takuutt', 'suaranya', 'seperti', 'hp', 'gituu']"
1964,2024-08-09T13:27:48Z,@userhopeless4085,wah ada sandy seru bgt,0,"['wah', 'ada', 'sandy', 'seru', 'bgt']",<FreqDist with 5 samples and 5 outcomes>,"['sandy', 'seru', 'bgt']","['sandy', 'seru', 'banget']"
1965,2024-08-09T13:26:51Z,@indahfitriana99,udh nonton nerror sesekali dr dulu sih tp ga pernah pas malem tapi ini penasaran duet ceritanya dengan sandy thank you kak nessiebrgood job semuanya sandy we re proud of you hwaiting and may you re always guided to the right path semoga kita semuanya selalu dalam lindungan allah aamiin,8,"['udh', 'nonton', 'nerror', 'sesekali', 'dr', 'dulu', 'sih', 'tp', 'ga', 'pernah', 'pas', 'malem', 'tapi', 'ini', 'penasaran', 'duet', 'ceritanya', 'dengan', 'sandy', 'thank', 'you', 'kak', 'nessiebrgood', 'job', 'semuanya', 'sandy', 'we', 're', 'proud', 'of', 'you', 'hwaiting', 'and', 'may', 'you', 're', 'always', 'guided', 'to', 'the', 'right', 'path', 'semoga', 'kita', 'semuanya', 'selalu', 'dalam', 'lindungan', 'allah', 'aamiin']",<FreqDist with 45 samples and 50 outcomes>,"['udh', 'nonton', 'nerror', 'dr', 'sih', 'tp', 'malem', 'penasaran', 'duet', 'ceritanya', 'sandy', 'thank', 'you', 'kak', 'nessiebrgood', 'job', 'sandy', 'we', 're', 'proud', 'of', 'you', 'hwaiting', 'and', 'may', 'you', 're', 'always', 'guided', 'to', 'the', 'right', 'path', 'semoga', 'lindungan', 'allah', 'aamiin']","['sudah', 'nonton', 'nerror', 'dr', 'sih', 'tapi', 'malem', 'penasaran', 'duet', 'ceritanya', 'sandy', 'thank', 'you', 'kakak', 'nessiebrgood', 'job', 'sandy', 'we', 're', 'proud', 'of', 'you', 'hwaiting', 'and', 'may', 'you', 're', 'always', 'guided', 'to', 'the', 'right', 'path', 'semoga', 'lindungan', 'allah', 'aamiin']"
1966,2024-08-09T13:26:43Z,@userhopeless4085,nnti ya aku titip komen utk sandy nnton nya besok aja takutnya kebawa mimpi soalny lg bhas setan,0,"['nnti', 'ya', 'aku', 'titip', 'komen', 'utk', 'sandy', 'nnton', 'nya', 'besok', 'aja', 'takutnya', 'kebawa', 'mimpi', 'soalny', 'lg', 'bhas', 'setan']",<FreqDist with 18 samples and 18 outcomes>,"['nnti', 'ya', 'titip', 'komen', 'utk', 'sandy', 'nnton', 'besok', 'aja', 'takutnya', 'kebawa', 'mimpi', 'soalny', 'lg', 'bhas', 'setan']","['nnti', 'ya', 'titip', 'komen', 'utk', 'sandy', 'nnton', 'besok', 'aja', 'takutnya', 'kebawa', 'mimpi', 'soalny', 'lg', 'bhas', 'setan']"
1967,2024-08-09T13:26:40Z,@putrisaputri3763,sandyours hadir nonton sandy with kak nessie,1,"['sandyours', 'hadir', 'nonton', 'sandy', 'with', 'kak', 'nessie']",<FreqDist with 7 samples and 7 outcomes>,"['sandyours', 'hadir', 'nonton', 'sandy', 'with', 'kak', 'nessie']","['sandyours', 'hadir', 'nonton', 'sandy', 'with', 'kakak', 'nessie']"
1968,2024-08-09T13:26:31Z,@raturosinda8410,sandy terlalu logic wkwk,1,"['sandy', 'terlalu', 'logic', 'wkwk']",<FreqDist with 4 samples and 4 outcomes>,"['sandy', 'logic', 'wkwk']","['sandy', 'logic', 'wkwk']"
1969,2024-08-09T13:26:25Z,@lianachaevy7129,seneng banget ada sandy,0,"['seneng', 'banget', 'ada', 'sandy']",<FreqDist with 4 samples and 4 outcomes>,"['seneng', 'sandy']","['senang', 'sandy']"
1970,2024-08-09T13:25:56Z,@reneemiraille2094, href hantu singapura disuruh inovatif wkwkwk,0,"['href', 'hantu', 'singapura', 'disuruh', 'inovatif', 'wkwkwk']",<FreqDist with 6 samples and 6 outcomes>,"['href', 'hantu', 'singapura', 'disuruh', 'inovatif', 'wkwkwk']","['href', 'hantu', 'singapura', 'disuruh', 'inovatif', nan]"
1971,2024-08-09T13:25:52Z,@yenifitria505,next sama maxwell doongs,2,"['next', 'sama', 'maxwell', 'doongs']",<FreqDist with 4 samples and 4 outcomes>,"['next', 'maxwell', 'doongs']","['next', 'maxwell', 'doongs']"
1972,2024-08-09T13:25:20Z,@auliaafdalifa,kak sandy huaaaaaa,1,"['kak', 'sandy', 'huaaaaaa']",<FreqDist with 3 samples and 3 outcomes>,"['kak', 'sandy', 'huaaaaaa']","['kakak', 'sandy', 'huaaaaaa']"
1973,2024-08-09T13:25:14Z,@FatimaPutri-e6j,pernah ada kesurupan massal di sekolah beberapa hari pasti tiap hari ada yang kesurupan dan itu bisa orangan ntah kenapa aku seneng wkwk excited nungguin orang kesurupan karna pasti gak belajar wkwk,23,"['pernah', 'ada', 'kesurupan', 'massal', 'di', 'sekolah', 'beberapa', 'hari', 'pasti', 'tiap', 'hari', 'ada', 'yang', 'kesurupan', 'dan', 'itu', 'bisa', 'orangan', 'ntah', 'kenapa', 'aku', 'seneng', 'wkwk', 'excited', 'nungguin', 'orang', 'kesurupan', 'karna', 'pasti', 'gak', 'belajar', 'wkwk']",<FreqDist with 26 samples and 32 outcomes>,"['kesurupan', 'massal', 'sekolah', 'kesurupan', 'orangan', 'ntah', 'seneng', 'wkwk', 'excited', 'nungguin', 'orang', 'kesurupan', 'karna', 'gak', 'belajar', 'wkwk']","['kesurupan', 'masal', 'sekolah', 'kesurupan', 'orangan', 'ntah', 'senang', 'wkwk', 'excited', 'nungguin', 'orang', 'kesurupan', 'karna', 'tidak', 'belajar', 'wkwk']"
1974,2024-08-10T01:56:36Z,@algama.y7240,hahahaaa bener malah pernah sekolahku dulu sampai belasan bayangin separno apa kita semuayang gak kesurupan pun ikut jerit jerit karna pada takut wkwkwk,0,"['hahahaaa', 'bener', 'malah', 'pernah', 'sekolahku', 'dulu', 'sampai', 'belasan', 'bayangin', 'separno', 'apa', 'kita', 'semuayang', 'gak', 'kesurupan', 'pun', 'ikut', 'jerit', 'jerit', 'karna', 'pada', 'takut', 'wkwkwk']",<FreqDist with 22 samples and 23 outcomes>,"['hahahaaa', 'bener', 'sekolahku', 'belasan', 'bayangin', 'separno', 'semuayang', 'gak', 'kesurupan', 'jerit', 'jerit', 'karna', 'takut', 'wkwkwk']","['hahahaaa', 'bener', 'sekolahku', 'belasan', 'bayangin', 'separno', 'semuayang', 'tidak', 'kesurupan', 'jerit', 'jerit', 'karna', 'takut', nan]"
1975,2024-08-09T13:24:49Z,@lizaoctaviani,sandy so cuteee,0,"['sandy', 'so', 'cuteee']",<FreqDist with 3 samples and 3 outcomes>,"['sandy', 'so', 'cuteee']","['sandy', 'so', 'cuteee']"
1976,2024-08-09T13:24:43Z,@MaylaRachma,sandy bnrquot tthinker atau di ngusir takut hoyyyy,0,"['sandy', 'bnrquot', 'tthinker', 'atau', 'di', 'ngusir', 'takut', 'hoyyyy']",<FreqDist with 8 samples and 8 outcomes>,"['sandy', 'bnrquot', 'tthinker', 'ngusir', 'takut', 'hoyyyy']","['sandy', 'bnrquot', 'tthinker', 'ngusir', 'takut', 'hoyyyy']"
1977,2024-08-09T13:24:28Z,@kurniakurniawan3403,random bngt kuntilanak cowo,0,"['random', 'bngt', 'kuntilanak', 'cowo']",<FreqDist with 4 samples and 4 outcomes>,"['random', 'bngt', 'kuntilanak', 'cowo']","['random', 'banget', 'kuntilanak', 'cowok']"
1978,2024-08-09T13:24:20Z,@delfinasiregar5573,rambut sandy aman,0,"['rambut', 'sandy', 'aman']",<FreqDist with 3 samples and 3 outcomes>,"['rambut', 'sandy', 'aman']","['rambut', 'sandy', 'aman']"
1979,2024-08-09T13:24:14Z,@najwahtf24,ada sandy malah lucu gd seremquotnya,0,"['ada', 'sandy', 'malah', 'lucu', 'gd', 'seremquotnya']",<FreqDist with 6 samples and 6 outcomes>,"['sandy', 'lucu', 'gd', 'seremquotnya']","['sandy', 'lucu', 'gd', 'seremquotnya']"
